p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
CDK1	0	0.558309399161477	0.466	0.006	0	Melanocyte cells	CDK1
TOP2A	0	0.550146336285557	0.399	0.004	0	Melanocyte cells	TOP2A
CKS1B	0	0.523205907450806	0.505	0.039	0	Melanocyte cells	CKS1B
CCNB1	0	0.487286151145065	0.333	0.006	0	Melanocyte cells	CCNB1
UBE2T	0	0.474890788054689	0.429	0.009	0	Melanocyte cells	UBE2T
H2AFX	0	0.452278518515507	0.459	0.085	0	Melanocyte cells	H2AFX
TPX2	0	0.447121182208582	0.393	0.004	0	Melanocyte cells	TPX2
TMEM106C	0	0.418202383569694	0.423	0.054	0	Melanocyte cells	TMEM106C
CCNA2	0	0.414834343916699	0.353	0.003	0	Melanocyte cells	CCNA2
CENPM	0	0.37755412660243	0.388	0.013	0	Melanocyte cells	CENPM
ASPM	0	0.373439816098834	0.277	0.002	0	Melanocyte cells	ASPM
GGH	0	0.373281568466885	0.353	0.035	0	Melanocyte cells	GGH
TK1	0	0.358946133394487	0.326	0.006	0	Melanocyte cells	TK1
CDC20	0	0.355514585950346	0.28	0.002	0	Melanocyte cells	CDC20
ZWINT	0	0.352174990223279	0.348	0.008	0	Melanocyte cells	ZWINT
DTYMK	0	0.349763047355193	0.402	0.038	0	Melanocyte cells	DTYMK
TMPO	0	0.349136582599916	0.338	0.036	0	Melanocyte cells	TMPO
MAD2L1	0	0.338461188416484	0.351	0.011	0	Melanocyte cells	MAD2L1
RPA3	0	0.333300327554657	0.396	0.061	0	Melanocyte cells	RPA3
SMC4	0	0.33119052229785	0.311	0.025	0	Melanocyte cells	SMC4
CCNB2	0	0.320292909589718	0.281	0.003	0	Melanocyte cells	CCNB2
TROAP	0	0.319911279575523	0.29	0.002	0	Melanocyte cells	TROAP
ATAD2	0	0.316958534332688	0.268	0.014	0	Melanocyte cells	ATAD2
CENPW	0	0.309182981141204	0.322	0.009	0	Melanocyte cells	CENPW
HMGB3	0	0.291063771995953	0.297	0.014	0	Melanocyte cells	HMGB3
DHFR	0	0.283511555093249	0.281	0.011	0	Melanocyte cells	DHFR
CENPU	0	0.263003061051831	0.263	0.007	0	Melanocyte cells	CENPU
PHF19	0	0.25683765683774	0.269	0.013	0	Melanocyte cells	PHF19
CDC25B	0	0.253794165545826	0.259	0.028	0	Melanocyte cells	CDC25B
CKS21	2.7257962115461e-307	0.758657551311358	0.624	0.167	6.28650380268877e-303	Melanocyte cells	CKS2
HMGB1	1.39062387579078e-303	0.925524276741871	0.909	0.575	3.20719584473628e-299	Melanocyte cells	HMGB1
DEK	9.06949319036141e-291	0.503671169501419	0.544	0.134	2.09169721449305e-286	Melanocyte cells	DEK
CARHSP1	7.75999226080521e-289	0.30178493517996	0.355	0.057	1.78968701510951e-284	Melanocyte cells	CARHSP1
KPNA2	1.84486843488186e-287	0.416772292069393	0.371	0.064	4.25482007136802e-283	Melanocyte cells	KPNA2
KIF22	8.40252154405891e-285	0.288003723730565	0.307	0.044	1.93787354370631e-280	Melanocyte cells	KIF22
PCNA	3.09505430476e-284	0.36522980362699	0.324	0.05	7.13812374306799e-280	Melanocyte cells	PCNA
MZT1	2.06231405577011e-267	0.293739302691573	0.338	0.056	4.7563149068226e-263	Melanocyte cells	MZT1
DDX39A	3.54631876271615e-245	0.289227503788704	0.333	0.059	8.17887496245226e-241	Melanocyte cells	DDX39A
UBE2S	5.7889452884108e-242	0.389155947618978	0.341	0.063	1.33510445186618e-237	Melanocyte cells	UBE2S
LSM5	3.88025659706834e-237	0.32498491548169	0.428	0.093	8.94903578981871e-233	Melanocyte cells	LSM5
HN1	2.3069569012177e-235	0.42967317323716	0.444	0.105	5.32053470127838e-231	Melanocyte cells	HN1
RANBP1	1.06897670597858e-230	0.44371165589917	0.521	0.142	2.46538097699839e-226	Melanocyte cells	RANBP1
LSM4	1.12145369620214e-221	0.418284081583287	0.579	0.174	2.586408659551e-217	Melanocyte cells	LSM4
DUT	1.19666947157732e-214	0.615275734745723	0.538	0.168	2.75987880229878e-210	Melanocyte cells	DUT
CALM3	1.71353204907691e-207	0.503376965729518	0.612	0.211	3.95191896478607e-203	Melanocyte cells	CALM3
ANP32E	1.79580530336987e-207	0.265469661664455	0.295	0.053	4.14166577116192e-203	Melanocyte cells	ANP32E
RAD21	1.97106585503922e-203	0.519102975415097	0.526	0.16	4.54586918147695e-199	Melanocyte cells	RAD21
HMGN1	8.08173532248623e-195	0.468840766242051	0.719	0.289	1.863890617425e-190	Melanocyte cells	HMGN1
IDH2	5.56634399549057e-193	0.328461513285306	0.368	0.084	1.28376591567999e-188	Melanocyte cells	IDH2
ANP32B	3.79775232427057e-172	0.440770032656151	0.599	0.217	8.75875618546521e-168	Melanocyte cells	ANP32B
RHEB	1.82896664064875e-170	0.383873204095097	0.509	0.164	4.2181457633282e-166	Melanocyte cells	RHEB
PFN12	1.49680241176748e-151	0.757960714090555	0.955	0.822	3.45207540225934e-147	Melanocyte cells	PFN1
MT2A1	2.20423646722477e-150	0.559679166654983	0.619	0.252	5.08363056436049e-146	Melanocyte cells	MT2A
RAN	1.21522183722249e-149	0.495950360871903	0.796	0.44	2.80266612318623e-145	Melanocyte cells	RAN
NUCKS1	1.30452945718444e-149	0.352605791940057	0.493	0.166	3.00863628710447e-145	Melanocyte cells	NUCKS1
PPP1CA	3.35427293110418e-149	0.346525291391094	0.491	0.163	7.73595966100557e-145	Melanocyte cells	PPP1CA
FABP5	9.11049925315773e-147	0.457264522521888	0.499	0.173	2.10115444275577e-142	Melanocyte cells	FABP5
SMS	4.29703816853459e-146	0.332650403562443	0.472	0.153	9.91025912809133e-142	Melanocyte cells	SMS
TUBA1C	3.90030831625291e-141	0.443824857119629	0.428	0.138	8.99528106977409e-137	Melanocyte cells	TUBA1C
ACTB2	1.29745424466033e-138	0.809853031006225	0.998	0.947	2.99231872446011e-134	Melanocyte cells	ACTB
DBI	1.29254989442039e-136	0.330493984995118	0.549	0.202	2.98100782150174e-132	Melanocyte cells	DBI
TUBB4B	1.94326901311624e-136	0.458512178813873	0.506	0.188	4.48176132494999e-132	Melanocyte cells	TUBB4B
AP2S1	1.3229174161603e-135	0.333082983205023	0.545	0.203	3.05104443689049e-131	Melanocyte cells	AP2S1
SNRPB	1.69719758574274e-134	0.354359074949229	0.541	0.207	3.91424679199847e-130	Melanocyte cells	SNRPB
ARL6IP1	2.08200118768435e-132	0.324739698487082	0.295	0.075	4.80171933915642e-128	Melanocyte cells	ARL6IP1
HNRNPA2B11	1.04061484778714e-130	0.532128151211753	0.745	0.419	2.39997002345148e-126	Melanocyte cells	HNRNPA2B1
SNRPD1	9.72060484696967e-125	0.296594002009594	0.462	0.161	2.24186309585662e-120	Melanocyte cells	SNRPD1
CFL1	4.47403697894669e-124	0.503180437063727	0.958	0.828	1.03184714845448e-119	Melanocyte cells	CFL1
BUB3	4.38743273146933e-121	0.251716520196372	0.321	0.09	1.01187361085877e-116	Melanocyte cells	BUB3
ANAPC11	1.30060449928264e-120	0.318308483565815	0.599	0.253	2.99958415669555e-116	Melanocyte cells	ANAPC11
GAPDH4	6.25998913585489e-120	0.397477345963397	0.999	0.957	1.44374129440221e-115	Melanocyte cells	GAPDH
SNRPG	9.64434642938918e-116	0.351986794386695	0.529	0.219	2.22427561701003e-111	Melanocyte cells	SNRPG
PGAM1	3.9210464952645e-111	0.391850899883833	0.589	0.267	9.04310953202853e-107	Melanocyte cells	PGAM1
COX8A	2.68212631143059e-110	0.385802307815665	0.791	0.483	6.18578791205236e-106	Melanocyte cells	COX8A
BANF1	2.43504431840112e-106	0.281440320450598	0.502	0.199	5.61594271152849e-102	Melanocyte cells	BANF1
RALY	2.55912246813056e-106	0.26077342304009	0.39	0.134	5.9021041482495e-102	Melanocyte cells	RALY
HNRNPA3	8.07123359404871e-103	0.335303341755933	0.583	0.267	1.86146860379545e-98	Melanocyte cells	HNRNPA3
MRPL51	9.788689862426e-100	0.255817149073999	0.46	0.178	2.25756554297131e-95	Melanocyte cells	MRPL51
HINT11	3.26403995815455e-99	0.350358077562333	0.942	0.794	7.52785535549185e-95	Melanocyte cells	HINT1
SLBP	1.44012045150158e-98	0.283313329266923	0.339	0.113	3.32134979729809e-94	Melanocyte cells	SLBP
CLIC11	1.44759981326876e-97	0.377131206088127	0.649	0.329	3.33859944934175e-93	Melanocyte cells	CLIC1
PPIA1	2.33754001875573e-94	0.383265588934443	0.984	0.932	5.39106854525633e-90	Melanocyte cells	PPIA
ERH	7.77217260504636e-94	0.296176854373617	0.551	0.249	1.79249616790184e-89	Melanocyte cells	ERH
TPM4	4.94034690246653e-92	0.268208043094769	0.385	0.14	1.13939220611586e-87	Melanocyte cells	TPM4
TPI11	8.67932002691804e-92	0.401346218553131	0.864	0.626	2.00171157780811e-87	Melanocyte cells	TPI1
PTMS	3.40163004612427e-91	0.379289278312972	0.428	0.18	7.84517937537641e-87	Melanocyte cells	PTMS
ATP5G3	2.44661203781168e-90	0.347596958020901	0.727	0.406	5.64262134280507e-86	Melanocyte cells	ATP5G3
SIVA1	4.88605919918691e-89	0.271820072351502	0.429	0.173	1.12687183310848e-84	Melanocyte cells	SIVA1
PSMA7	8.60145168054234e-88	0.309991084510944	0.652	0.339	1.98375280108348e-83	Melanocyte cells	PSMA7
ARPC22	4.01159816092288e-87	0.429377829580427	0.661	0.362	9.25194883853643e-83	Melanocyte cells	ARPC2
SLC25A51	1.39078699290632e-84	0.376481006568148	0.822	0.578	3.20757204173984e-80	Melanocyte cells	SLC25A5
SNRPC	4.01677034491454e-83	0.284610339766586	0.462	0.202	9.2638774464764e-79	Melanocyte cells	SNRPC
PRELID1	7.83878160143086e-82	0.274971858407455	0.55	0.265	1.807858200738e-77	Melanocyte cells	PRELID1
PTMA2	2.34687831620437e-78	0.358156627178395	0.994	0.973	5.41260546066215e-74	Melanocyte cells	PTMA
GNG5	1.07897453903405e-75	0.306638049545727	0.632	0.345	2.48843897937424e-71	Melanocyte cells	GNG5
WDR1	2.55515838329741e-72	0.276650593346771	0.451	0.205	5.89296177939881e-68	Melanocyte cells	WDR1
MIF2	2.93035330918501e-71	0.554367357939661	0.887	0.827	6.75827383697339e-67	Melanocyte cells	MIF
TXN	6.45859346179707e-69	0.269414079325983	0.572	0.295	1.48954541009426e-64	Melanocyte cells	TXN
PARK7	9.82035796227756e-69	0.301209750632202	0.662	0.38	2.26486915684007e-64	Melanocyte cells	PARK7
SRSF3	1.24851326337501e-68	0.261465554326793	0.536	0.27	2.87944613932178e-64	Melanocyte cells	SRSF3
SUMO2	6.04838709849939e-68	0.305909533849828	0.752	0.485	1.39493951652692e-63	Melanocyte cells	SUMO2
CALM2	9.45405753528731e-68	0.396517415812203	0.769	0.564	2.18038928936331e-63	Melanocyte cells	CALM2
ACTG12	1.92004229865574e-66	0.351472621816386	0.998	0.957	4.42819355338973e-62	Melanocyte cells	ACTG1
COX5A	9.1932947212594e-64	0.272761905868785	0.592	0.323	2.12024956156406e-59	Melanocyte cells	COX5A
GYPC	1.57205596973485e-62	0.314803372237157	0.575	0.326	3.62563268299949e-58	Melanocyte cells	GYPC
HNRNPA1	2.74466440694218e-60	0.275451342341742	0.941	0.842	6.33001952173074e-56	Melanocyte cells	HNRNPA1
PKM1	1.02276452999964e-58	0.306401500497577	0.559	0.307	2.35880183553816e-54	Melanocyte cells	PKM
H3F3A	7.72739150511601e-56	0.253102871900798	0.902	0.806	1.78216830282491e-51	Melanocyte cells	H3F3A
UQCRQ1	2.32374091661042e-54	0.290828893811464	0.618	0.379	5.3592436759786e-50	Melanocyte cells	UQCRQ
SUB12	4.55239469635284e-53	0.320769609350023	0.573	0.34	1.04991878881986e-48	Melanocyte cells	SUB1
LGALS12	2.46011462928159e-52	0.573775948109896	0.584	0.39	5.67376236951213e-48	Melanocyte cells	LGALS1
PRKDC	2.96689198579923e-52	0.290638216462694	0.341	0.16	6.84254298684876e-48	Melanocyte cells	PRKDC
MYL61	5.83609933106048e-52	0.306900725224239	0.869	0.743	1.34597958872248e-47	Melanocyte cells	MYL6
RHOA1	3.36627657443718e-43	0.252590933835736	0.605	0.383	7.76364366362447e-39	Melanocyte cells	RHOA
PSMB91	3.73367972630197e-43	0.392866667719983	0.34	0.182	8.61098555277024e-39	Melanocyte cells	PSMB9
RAC21	6.46398596115056e-43	0.377082267012223	0.253	0.114	1.49078908222015e-38	Melanocyte cells	RAC2
TCEB11	1.55602964487437e-38	0.306573374249357	0.477	0.299	3.58867116997377e-34	Melanocyte cells	TCEB1
ENO11	1.57250822209888e-38	0.262483597726971	0.54	0.336	3.62667571262665e-34	Melanocyte cells	ENO1
QDPR2	3.42077449331863e-31	0.275858725893147	0.255	0.125	7.88933221394075e-27	Melanocyte cells	QDPR
DUSP41	4.38151228326421e-26	0.325190150714419	0.269	0.148	1.01050817788923e-21	Melanocyte cells	DUSP4
COX6C3	1.73620169650248e-20	0.275477914607383	0.777	0.689	4.00420197264366e-16	Melanocyte cells	COX6C
LY6E4	2.84105142136404e-19	0.295814739777294	0.624	0.507	6.55231689309188e-15	Melanocyte cells	LY6E
ARHGDIB2	2.23846578984763e-16	0.295793673734336	0.267	0.171	5.16257365112558e-12	Melanocyte cells	ARHGDIB
SH3BGRL32	8.61307773927333e-15	0.267023445709027	0.493	0.388	1.98643411900861e-10	Melanocyte cells	SH3BGRL3
MGP	0	2.69144697698363	0.609	0.004	0	Endothelial cells	MGP
SPARC1	0	1.88817455040343	0.754	0.149	0	Endothelial cells	SPARC
COL1A1	0	1.69260689131203	0.305	0.002	0	Endothelial cells	COL1A1
TAGLN	0	1.66809693573727	0.377	0.004	0	Endothelial cells	TAGLN
FN1	0	1.58782287185561	0.547	0.012	0	Endothelial cells	FN1
RGS5	0	1.57637919310886	0.295	0.002	0	Endothelial cells	RGS5
IGFBP5	0	1.5724269138117	0.369	0.014	0	Endothelial cells	IGFBP5
COL3A1	0	1.56643713689379	0.365	0.001	0	Endothelial cells	COL3A1
TM4SF1	0	1.5175481121245	0.488	0.003	0	Endothelial cells	TM4SF1
BGN	0	1.47239398845373	0.525	0.056	0	Endothelial cells	BGN
COL1A2	0	1.46911107009456	0.363	0.03	0	Endothelial cells	COL1A2
RAMP2	0	1.19165125478176	0.434	0.008	0	Endothelial cells	RAMP2
ID3	0	1.19144188528153	0.613	0.053	0	Endothelial cells	ID3
TIMP3	0	1.18341862143254	0.539	0.029	0	Endothelial cells	TIMP3
SPARCL1	0	1.14734958552476	0.512	0.011	0	Endothelial cells	SPARCL1
COL4A1	0	1.1197090685884	0.529	0.001	0	Endothelial cells	COL4A1
CD9	0	1.11326189467897	0.594	0.033	0	Endothelial cells	CD9
CRIP2	0	1.01747492706303	0.66	0.071	0	Endothelial cells	CRIP2
THY1	0	0.980944726218045	0.373	0.001	0	Endothelial cells	THY1
IGFBP4	0	0.97508677377161	0.598	0.022	0	Endothelial cells	IGFBP4
PECAM1	0	0.974903408706284	0.381	0.025	0	Endothelial cells	PECAM1
PLVAP	0	0.962969819181368	0.338	0.001	0	Endothelial cells	PLVAP
TPM2	0	0.923691891093954	0.355	0.014	0	Endothelial cells	TPM2
COL4A2	0	0.903471649769156	0.514	0.003	0	Endothelial cells	COL4A2
COL6A2	0	0.891631724535181	0.451	0.019	0	Endothelial cells	COL6A2
ADIRF	0	0.888860339791263	0.441	0.026	0	Endothelial cells	ADIRF
PDLIM1	0	0.850233333247515	0.553	0.053	0	Endothelial cells	PDLIM1
VWF	0	0.842728832049	0.295	0	0	Endothelial cells	VWF
SDPR	0	0.837456018595739	0.375	0.001	0	Endothelial cells	SDPR
TPM1	0	0.825923408282109	0.369	0.031	0	Endothelial cells	TPM1
PRSS23	0	0.819822237130063	0.506	0.016	0	Endothelial cells	PRSS23
ENG	0	0.795037747270637	0.496	0.025	0	Endothelial cells	ENG
ADAMTS1	0	0.791636901071167	0.344	0.024	0	Endothelial cells	ADAMTS1
TSC22D1	0	0.783020123362142	0.531	0.068	0	Endothelial cells	TSC22D1
PLPP1	0	0.768149676234171	0.406	0.026	0	Endothelial cells	PLPP1
HSPG2	0	0.73635240238886	0.424	0.011	0	Endothelial cells	HSPG2
COL6A1	0	0.71914808238456	0.344	0.026	0	Endothelial cells	COL6A1
SERPINH1	0	0.706669314046379	0.541	0.057	0	Endothelial cells	SERPINH1
CNN3	0	0.694348296647235	0.602	0.071	0	Endothelial cells	CNN3
CLDN5	0	0.692152915009157	0.268	0.001	0	Endothelial cells	CLDN5
NNMT	0	0.68310632733352	0.391	0.007	0	Endothelial cells	NNMT
SLC9A3R2	0	0.652575053989225	0.297	0.004	0	Endothelial cells	SLC9A3R2
COL18A1	0	0.646578713337011	0.4	0.039	0	Endothelial cells	COL18A1
CALCRL	0	0.645239630586445	0.377	0.001	0	Endothelial cells	CALCRL
TCF4	0	0.635357552903508	0.498	0.012	0	Endothelial cells	TCF4
RAMP3	0	0.631041695658464	0.342	0.001	0	Endothelial cells	RAMP3
AQP1	0	0.62689888455735	0.309	0.001	0	Endothelial cells	AQP1
EPAS1	0	0.622322288328806	0.453	0.03	0	Endothelial cells	EPAS1
ESAM	0	0.621539433872457	0.42	0	0	Endothelial cells	ESAM
PTRF	0	0.584094852109622	0.543	0.065	0	Endothelial cells	PTRF
CLEC14A	0	0.581297955700515	0.324	0	0	Endothelial cells	CLEC14A
S100A16	0	0.566628223683529	0.455	0.02	0	Endothelial cells	S100A16
PLPP3	0	0.540951461273095	0.338	0.005	0	Endothelial cells	PLPP3
TGM2	0	0.515338810429961	0.379	0.003	0	Endothelial cells	TGM2
IL33	0	0.507501615471002	0.322	0.007	0	Endothelial cells	IL33
BCAM	0	0.502827354332098	0.379	0.036	0	Endothelial cells	BCAM
TFPI	0	0.480560285738762	0.361	0.004	0	Endothelial cells	TFPI
CD34	0	0.474710025550925	0.307	0	0	Endothelial cells	CD34
APOLD1	0	0.473954943096674	0.324	0.002	0	Endothelial cells	APOLD1
UACA	0	0.473432150729812	0.363	0.018	0	Endothelial cells	UACA
THBD	0	0.47181545258661	0.297	0.008	0	Endothelial cells	THBD
LHFP	0	0.458553041691518	0.326	0.009	0	Endothelial cells	LHFP
HYAL2	0	0.45732718959669	0.295	0.003	0	Endothelial cells	HYAL2
HEG1	0	0.456559917212242	0.314	0.004	0	Endothelial cells	HEG1
LDB2	0	0.449543691591331	0.307	0.007	0	Endothelial cells	LDB2
C8orf4	0	0.435542685576239	0.283	0.001	0	Endothelial cells	C8orf4
CD93	0	0.432989671690874	0.285	0.01	0	Endothelial cells	CD93
PTPRB	0	0.428231798855076	0.305	0.001	0	Endothelial cells	PTPRB
ADAM15	0	0.427689813406033	0.316	0.025	0	Endothelial cells	ADAM15
ADGRL4	0	0.422564554335539	0.299	0	0	Endothelial cells	ADGRL4
DLC1	0	0.414004687114076	0.369	0.021	0	Endothelial cells	DLC1
ADGRF5	0	0.41200631838264	0.32	0	0	Endothelial cells	ADGRF5
CFH	0	0.400976975138438	0.275	0.004	0	Endothelial cells	CFH
F2R	0	0.389099945018799	0.305	0.019	0	Endothelial cells	F2R
PLAC9	0	0.38101372864951	0.303	0.002	0	Endothelial cells	PLAC9
FILIP1L	0	0.379244138493202	0.305	0.006	0	Endothelial cells	FILIP1L
ARHGAP29	0	0.378912511328121	0.338	0.008	0	Endothelial cells	ARHGAP29
LAMA4	0	0.376356006413436	0.352	0.005	0	Endothelial cells	LAMA4
FSTL1	0	0.373435663405196	0.277	0.02	0	Endothelial cells	FSTL1
MAP1B	0	0.371589325770831	0.322	0.02	0	Endothelial cells	MAP1B
CLEC3B	0	0.366042717489735	0.254	0	0	Endothelial cells	CLEC3B
TINAGL1	0	0.363071729941385	0.258	0	0	Endothelial cells	TINAGL1
ELK3	0	0.358719882463987	0.314	0.016	0	Endothelial cells	ELK3
RBP1	0	0.354829825807821	0.295	0.005	0	Endothelial cells	RBP1
CDH5	0	0.353484360359346	0.279	0	0	Endothelial cells	CDH5
PPIC	0	0.348949708350194	0.326	0.014	0	Endothelial cells	PPIC
S1PR1	0	0.348327076097744	0.277	0.014	0	Endothelial cells	S1PR1
CYYR1	0	0.345885937286283	0.281	0	0	Endothelial cells	CYYR1
NID1	0	0.33364019775588	0.303	0.004	0	Endothelial cells	NID1
NPDC1	0	0.322890576930605	0.281	0.021	0	Endothelial cells	NPDC1
CAV2	0	0.316159321524644	0.322	0.024	0	Endothelial cells	CAV2
TGFB1I1	0	0.305570205989202	0.273	0.008	0	Endothelial cells	TGFB1I1
LMCD1	0	0.296891588757938	0.264	0.018	0	Endothelial cells	LMCD1
NFIB	0	0.296774819379341	0.279	0.011	0	Endothelial cells	NFIB
FXYD6	0	0.296614860420408	0.275	0.014	0	Endothelial cells	FXYD6
NR2F2	0	0.293078451010565	0.27	0.019	0	Endothelial cells	NR2F2
EHD2	0	0.291564562064721	0.281	0.007	0	Endothelial cells	EHD2
ECE1	0	0.266307267598669	0.254	0.012	0	Endothelial cells	ECE1
PDLIM7	3.07168269947265e-304	0.28411658203998	0.295	0.024	7.08422180979378e-300	Endothelial cells	PDLIM7
KLF9	2.82495822083497e-299	0.276853940692725	0.279	0.022	6.51520114471169e-295	Endothelial cells	KLF9
TIMP1	2.84125544562286e-293	2.25514252103778	0.768	0.194	6.55278743424e-289	Endothelial cells	TIMP1
PDLIM5	5.00313966781493e-293	0.382272149680155	0.379	0.042	1.15387410158816e-288	Endothelial cells	PDLIM5
ICAM2	9.51869352237964e-288	0.353020002437157	0.273	0.022	2.19529628706642e-283	Endothelial cells	ICAM2
TPM41	2.32602055032268e-284	0.865432141815925	0.672	0.139	5.36450119520919e-280	Endothelial cells	TPM4
GSN	3.82734502342703e-276	0.798090137975537	0.629	0.119	8.82700582752977e-272	Endothelial cells	GSN
EGFL7	1.41458897588424e-274	0.513095580800141	0.369	0.043	3.26246655508183e-270	Endothelial cells	EGFL7
MCAM	1.40748467860212e-269	0.359094381300809	0.277	0.024	3.24608191426006e-265	Endothelial cells	MCAM
ID1	1.89286454941456e-265	0.75389135833358	0.391	0.049	4.36551351031479e-261	Endothelial cells	ID1
CTGF	1.64230287581891e-259	0.665211671929612	0.279	0.026	3.78764312250115e-255	Endothelial cells	CTGF
CALD1	6.66175058364472e-256	0.982242208166755	0.615	0.129	1.53639953710598e-251	Endothelial cells	CALD1
WWTR1	1.44405829583507e-241	0.312733245686951	0.297	0.031	3.33043164768442e-237	Endothelial cells	WWTR1
CAV1	2.88465114139573e-241	0.731783894331867	0.527	0.097	6.65287092740097e-237	Endothelial cells	CAV1
CCL2	3.29254949354695e-240	1.03071796901542	0.283	0.028	7.59360689696733e-236	Endothelial cells	CCL2
SELM	2.47089045216598e-239	0.601011404784187	0.5	0.086	5.69861464983039e-235	Endothelial cells	SELM
ANXA11	3.11712885366067e-237	0.597052643692127	0.541	0.096	7.1890342751976e-233	Endothelial cells	ANXA1
PCOLCE	5.3377861717998e-225	0.497116276889387	0.262	0.026	1.23105362480219e-220	Endothelial cells	PCOLCE
RNASE11	7.39001304731943e-215	0.873376888372339	0.4	0.06	1.70435870910328e-210	Endothelial cells	RNASE1
SPRY1	7.97846446498379e-215	0.427278969178527	0.324	0.041	1.84007325955921e-210	Endothelial cells	SPRY1
ITGB1	4.74867744444161e-214	0.653896349006308	0.613	0.141	1.09518747901157e-209	Endothelial cells	ITGB1
PRKCDBP	2.43948845639074e-212	0.462085043680675	0.404	0.062	5.62619222697397e-208	Endothelial cells	PRKCDBP
TACC1	3.99957061979048e-210	0.422795527445858	0.412	0.066	9.22420972042279e-206	Endothelial cells	TACC1
LIMA1	9.13241422555265e-203	0.306056149344556	0.303	0.037	2.10620869283921e-198	Endothelial cells	LIMA1
LPP	1.13752899256294e-200	0.297585032589403	0.334	0.045	2.62348311554792e-196	Endothelial cells	LPP
ACTN1	4.95353442199781e-196	0.345098888497056	0.369	0.055	1.14243364374536e-191	Endothelial cells	ACTN1
GNG11	1.14608231375459e-194	0.862316438347438	0.58	0.139	2.64320964021222e-190	Endothelial cells	GNG11
CD151	2.79920858135543e-194	0.495142068404254	0.525	0.11	6.45581475118002e-190	Endothelial cells	CD151
MYH91	4.26542093656479e-192	0.580615925497993	0.564	0.126	9.83734030599937e-188	Endothelial cells	MYH9
UTRN	1.14060656672367e-189	0.36411041485844	0.338	0.049	2.6305809248348e-185	Endothelial cells	UTRN
TGFBR2	1.19948223208127e-187	0.297782781170017	0.291	0.037	2.76636587184904e-183	Endothelial cells	TGFBR2
TUBA1A	1.70995533755759e-186	0.631830280243029	0.514	0.111	3.94366999500907e-182	Endothelial cells	TUBA1A
TAGLN21	9.03974810016986e-179	0.876046880234861	0.754	0.267	2.08483710434217e-174	Endothelial cells	TAGLN2
IFITM32	5.25057422862866e-167	1.0339617085898	0.967	0.699	1.21093993434863e-162	Endothelial cells	IFITM3
FLNA	3.86854226031799e-165	0.460698148170224	0.434	0.087	8.92201901497137e-161	Endothelial cells	FLNA
MIR4435-2HG	7.11355855889451e-162	0.287959358002777	0.275	0.037	1.64060001043784e-157	Endothelial cells	MIR4435-2HG
NEDD9	6.81740650116573e-159	0.338548270913701	0.287	0.042	1.57229846136385e-154	Endothelial cells	NEDD9
AHNAK	7.22773086542556e-155	0.454810401685939	0.484	0.109	1.6669315694931e-150	Endothelial cells	AHNAK
IFITM2	1.11574869290843e-154	0.938484651193472	0.74	0.304	2.57325121045472e-150	Endothelial cells	IFITM2
EMP2	1.51125244228912e-152	0.27306187132128	0.301	0.047	3.4854015076514e-148	Endothelial cells	EMP2
PNP	4.67029341465654e-151	0.354081750060623	0.279	0.041	1.07710977022224e-146	Endothelial cells	PNP
STOM	1.56112435326001e-145	0.529829071016384	0.486	0.12	3.60042109592356e-141	Endothelial cells	STOM
BHLHE40	1.47757516109664e-144	0.459699689839765	0.4	0.083	3.40773159403717e-140	Endothelial cells	BHLHE40
PRCP	3.02956111705095e-142	0.426089040558307	0.309	0.053	6.9870768042546e-138	Endothelial cells	PRCP
CXCL21	7.5536532986358e-136	0.841734297939633	0.264	0.04	1.74209906026437e-131	Endothelial cells	CXCL2
IL6ST	1.68950338121802e-135	0.388458181012108	0.436	0.1	3.89650164810312e-131	Endothelial cells	IL6ST
APP2	1.94467580269838e-135	0.565355103424711	0.625	0.198	4.48500580376328e-131	Endothelial cells	APP
TUBB6	3.37168781947694e-134	0.26662336802899	0.297	0.05	7.77612361805967e-130	Endothelial cells	TUBB6
FKBP1A	1.53357657664881e-130	0.78325616777571	0.662	0.249	3.53688765872516e-126	Endothelial cells	FKBP1A
SEC14L1	5.69492487562308e-129	0.303347527766026	0.303	0.054	1.31342052406495e-124	Endothelial cells	SEC14L1
KLF2	2.64750544424224e-127	0.328068299232041	0.279	0.047	6.10594180605588e-123	Endothelial cells	KLF2
SPTBN12	7.05653457704837e-120	0.408665924165915	0.531	0.152	1.62744856950466e-115	Endothelial cells	SPTBN1
TNFRSF1A	1.94360813337085e-119	0.252546581188059	0.326	0.064	4.4825434379932e-115	Endothelial cells	TNFRSF1A
PLEC	1.87969957653701e-117	0.255692530327233	0.262	0.044	4.3351511333673e-113	Endothelial cells	PLEC
TMSB4X2	7.38359017220873e-115	0.634385558292867	0.947	0.483	1.7028774014165e-110	Endothelial cells	TMSB4X
MYL62	2.91000861978685e-113	0.678858586763899	0.928	0.744	6.71135287981442e-109	Endothelial cells	MYL6
S100A101	1.24875851786141e-112	1.09570377085174	0.621	0.262	2.88001176974378e-108	Endothelial cells	S100A10
IFITM12	1.5466284941239e-112	0.822870194761537	0.658	0.252	3.56698929599795e-108	Endothelial cells	IFITM1
SLC2A31	5.7300457983011e-111	0.563700010079598	0.445	0.123	1.32152046246218e-106	Endothelial cells	SLC2A3
